Team 1,Team2,Kaggle ID 1,Region 1,Seed 1,Adj Offensive Efficiency 1,Adj Defensive Efficiency 1,Points Allowed Per Game 1,Turnovers Per Game 1,Wins Last 10 Games 1,Kaggle ID 2,Region 2,Seed 2,Adj Offensive Efficiency 2,Adj Defensive Efficiency 2,Points Allowed Per Game 2,Turnovers Per Game 2,Wins Last 10 Games 2
Abilene Christian,Northeastern,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Abilene Christian,Ohio State,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Abilene Christian,Oklahoma,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1328,South,9,109.4,93.9,68.2,12.2,4
Abilene Christian,Old Dominion,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1330,South,14,101.9,96.4,60.8,11.8,8
Abilene Christian,Ole Miss,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1279,South,8,112.8,97.7,70.4,12.8,5
Abilene Christian,Oregon,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1332,South,12,107.7,92.5,62.9,11.9,8
Abilene Christian,Prairie View,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1341,West,16,101.5,105.8,72.7,12.8,10
Abilene Christian,Purdue,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1345,South,3,121.1,95,66.8,10.7,7
Abilene Christian,Saint Louis,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1387,East,13,102.6,96.3,63.7,13.3,7
Abilene Christian,Saint Mary's,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1388,South,11,114.6,96.9,64.4,10.6,8
Abilene Christian,Seton Hall,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Abilene Christian,St. Johns,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1385,West,11,109.7,100.9,74.8,10.4,4
Abilene Christian,Syracuse,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1393,West,8,110.2,93.9,65.7,12.3,4
Abilene Christian,Temple,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1396,East,11,108.9,99.5,71.2,11.0,7
Abilene Christian,Tennessee,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1397,South,2,122.5,95.5,69.5,11.2,6
Abilene Christian,Texas Tech,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1403,West,3,112.7,85.9,59.3,12.3,9
Abilene Christian,UC Irvine,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1414,South,13,106.6,97.1,63.6,12.0,10
Abilene Christian,UCF,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1416,East,9,110.3,95.7,64.3,11.8,7
Abilene Christian,Utah State,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1429,Midwest,8,113,96.3,67.1,12.4,10
Abilene Christian,VCU,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1433,East,8,104.3,88.6,61.6,13.9,9
Abilene Christian,Va Tech,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1439,East,4,118.4,94,62.1,11.5,6
Abilene Christian,Vermont,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1436,West,13,107.9,99.2,62.8,10.9,9
Abilene Christian,Villanova,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1437,South,6,117,98.2,67.1,11.1,6
Abilene Christian,Virginia,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1438,South,1,123.6,87.9,55.1,9.1,9
Abilene Christian,Washington,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1449,Midwest,9,107,93.6,64.4,13.5,7
Abilene Christian,Wisconsin,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1458,South,5,110.8,87.1,61.4,9.5,6
Abilene Christian,Wofford,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Abilene Christian,Yale,1101,Midwest,15,103.6,101.5,64.9,12.0,8,1463,East,14,111.7,103.1,73.7,13.6,7
Arizona State,Auburn,1113,West,11,109.8,98.6,73.1,13.7,7,1120,Midwest,5,119.6,96.2,68.6,12.6,9
Arizona State,Baylor,1113,West,11,109.8,98.6,73.1,13.7,7,1124,West,9,113.5,98.2,67.2,13.3,4
Arizona State,Belmont,1113,West,11,109.8,98.6,73.1,13.7,7,1125,East,11,114.8,101.8,74.7,11.6,9
Arizona State,Bradley,1113,West,11,109.8,98.6,73.1,13.7,7,1133,East,15,100.9,101.2,65.2,12.7,8
Arizona State,Buffalo,1113,West,11,109.8,98.6,73.1,13.7,7,1138,West,6,114.9,94.6,71,12.1,10
Arizona State,Cincinnati,1113,West,11,109.8,98.6,73.1,13.7,7,1153,South,7,111.6,94.5,62.2,10.7,8
Arizona State,Colgate,1113,West,11,109.8,98.6,73.1,13.7,7,1159,South,15,110,105.8,70.1,13.0,10
Arizona State,Duke,1113,West,11,109.8,98.6,73.1,13.7,7,1181,East,1,120.1,88.1,67.6,13.0,7
Arizona State,Fairleigh Dickinson,1113,West,11,109.8,98.6,73.1,13.7,7,1192,West,16,106.2,110.4,72.5,13.5,9
Arizona State,Florida ,1113,West,11,109.8,98.6,73.1,13.7,7,1196,West,10,110.2,91.9,63.6,11.6,6
Arizona State,Florida State,1113,West,11,109.8,98.6,73.1,13.7,7,1199,West,4,113,90.4,67.1,13.5,8
Arizona State,Gardner-Webb,1113,West,11,109.8,98.6,73.1,13.7,7,1205,South,16,107.5,108.2,73.4,11.5,8
Arizona State,Georgia State,1113,West,11,109.8,98.6,73.1,13.7,7,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Arizona State,Gonzaga,1113,West,11,109.8,98.6,73.1,13.7,7,1211,West,1,125.1,92.3,65.1,10.4,9
Arizona State,Houston,1113,West,11,109.8,98.6,73.1,13.7,7,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Arizona State,Iona,1113,West,11,109.8,98.6,73.1,13.7,7,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Arizona State,Iowa,1113,West,11,109.8,98.6,73.1,13.7,7,1234,South,10,117.2,101.2,73.6,12.3,4
Arizona State,Iowa State,1113,West,11,109.8,98.6,73.1,13.7,7,1235,Midwest,6,119,97.1,68.3,11.0,5
Arizona State,Kansas,1113,West,11,109.8,98.6,73.1,13.7,7,1242,Midwest,4,112.7,92,70.1,13.4,7
Arizona State,Kansas State,1113,West,11,109.8,98.6,73.1,13.7,7,1243,South,4,108,87.7,59.2,11.5,7
Arizona State,Kentucky,1113,West,11,109.8,98.6,73.1,13.7,7,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Arizona State,LSU,1113,West,11,109.8,98.6,73.1,13.7,7,1261,East,3,118.5,97.5,73,13.2,8
Arizona State,Liberty,1113,West,11,109.8,98.6,73.1,13.7,7,1251,East,12,110.6,99.7,62.3,11.0,9
Arizona State,Louisville,1113,West,11,109.8,98.6,73.1,13.7,7,1257,East,7,113.4,92.4,67.8,12.4,3
Arizona State,Marquette,1113,West,11,109.8,98.6,73.1,13.7,7,1266,West,5,114.2,95.7,69.1,14.0,5
Arizona State,Maryland,1113,West,11,109.8,98.6,73.1,13.7,7,1268,East,6,113.8,93.8,65.1,13.3,5
Arizona State,Michigan,1113,West,11,109.8,98.6,73.1,13.7,7,1276,West,2,115.5,86.1,58.6,9.0,6
Arizona State,Michigan State,1113,West,11,109.8,98.6,73.1,13.7,7,1277,East,2,121.7,90.4,65.5,13.0,9
Arizona State,Minnesota,1113,West,11,109.8,98.6,73.1,13.7,7,1278,East,10,110.7,96.2,69.2,12.3,5
Arizona State,Miss State,1113,West,11,109.8,98.6,73.1,13.7,7,1280,East,5,117.4,96.7,70.1,12,7
Arizona State,Montana,1113,West,11,109.8,98.6,73.1,13.7,7,1285,West,15,107.4,103.8,69.2,12.2,8
Arizona State,Murray State,1113,West,11,109.8,98.6,73.1,13.7,7,1293,West,12,112,98.7,68.4,12.1,10
Arizona State,N. Kentucky,1113,West,11,109.8,98.6,73.1,13.7,7,1297,West,14,109.2,102.7,70,12.5,8
Arizona State,N. Mexico State,1113,West,11,109.8,98.6,73.1,13.7,7,1308,Midwest,12,112.6,99,64.8,11.9,10
Arizona State,NC Central,1113,West,11,109.8,98.6,73.1,13.7,7,1300,East,16,96.6,108.5,67.9,15.5,8
Arizona State,Nevada,1113,West,11,109.8,98.6,73.1,13.7,7,1305,West,7,114,95.1,66.7,10.2,7
Arizona State,North Carolina,1113,West,11,109.8,98.6,73.1,13.7,7,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Arizona State,North Dakota State,1113,West,11,109.8,98.6,73.1,13.7,7,1295,East,16,106.6,109.8,73.7,10.6,7
Arizona State,Northeastern,1113,West,11,109.8,98.6,73.1,13.7,7,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Arizona State,Ohio State,1113,West,11,109.8,98.6,73.1,13.7,7,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Arizona State,Oklahoma,1113,West,11,109.8,98.6,73.1,13.7,7,1328,South,9,109.4,93.9,68.2,12.2,4
Arizona State,Old Dominion,1113,West,11,109.8,98.6,73.1,13.7,7,1330,South,14,101.9,96.4,60.8,11.8,8
Arizona State,Ole Miss,1113,West,11,109.8,98.6,73.1,13.7,7,1279,South,8,112.8,97.7,70.4,12.8,5
Arizona State,Oregon,1113,West,11,109.8,98.6,73.1,13.7,7,1332,South,12,107.7,92.5,62.9,11.9,8
Arizona State,Prairie View,1113,West,11,109.8,98.6,73.1,13.7,7,1341,West,16,101.5,105.8,72.7,12.8,10
Arizona State,Purdue,1113,West,11,109.8,98.6,73.1,13.7,7,1345,South,3,121.1,95,66.8,10.7,7
Arizona State,Saint Louis,1113,West,11,109.8,98.6,73.1,13.7,7,1387,East,13,102.6,96.3,63.7,13.3,7
Arizona State,Saint Mary's,1113,West,11,109.8,98.6,73.1,13.7,7,1388,South,11,114.6,96.9,64.4,10.6,8
Arizona State,Seton Hall,1113,West,11,109.8,98.6,73.1,13.7,7,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Arizona State,St. Johns,1113,West,11,109.8,98.6,73.1,13.7,7,1385,West,11,109.7,100.9,74.8,10.4,4
Arizona State,Syracuse,1113,West,11,109.8,98.6,73.1,13.7,7,1393,West,8,110.2,93.9,65.7,12.3,4
Arizona State,Temple,1113,West,11,109.8,98.6,73.1,13.7,7,1396,East,11,108.9,99.5,71.2,11.0,7
Arizona State,Tennessee,1113,West,11,109.8,98.6,73.1,13.7,7,1397,South,2,122.5,95.5,69.5,11.2,6
Arizona State,Texas Tech,1113,West,11,109.8,98.6,73.1,13.7,7,1403,West,3,112.7,85.9,59.3,12.3,9
Arizona State,UC Irvine,1113,West,11,109.8,98.6,73.1,13.7,7,1414,South,13,106.6,97.1,63.6,12.0,10
Arizona State,UCF,1113,West,11,109.8,98.6,73.1,13.7,7,1416,East,9,110.3,95.7,64.3,11.8,7
Arizona State,Utah State,1113,West,11,109.8,98.6,73.1,13.7,7,1429,Midwest,8,113,96.3,67.1,12.4,10
Arizona State,VCU,1113,West,11,109.8,98.6,73.1,13.7,7,1433,East,8,104.3,88.6,61.6,13.9,9
Arizona State,Va Tech,1113,West,11,109.8,98.6,73.1,13.7,7,1439,East,4,118.4,94,62.1,11.5,6
Arizona State,Vermont,1113,West,11,109.8,98.6,73.1,13.7,7,1436,West,13,107.9,99.2,62.8,10.9,9
Arizona State,Villanova,1113,West,11,109.8,98.6,73.1,13.7,7,1437,South,6,117,98.2,67.1,11.1,6
Arizona State,Virginia,1113,West,11,109.8,98.6,73.1,13.7,7,1438,South,1,123.6,87.9,55.1,9.1,9
Arizona State,Washington,1113,West,11,109.8,98.6,73.1,13.7,7,1449,Midwest,9,107,93.6,64.4,13.5,7
Arizona State,Wisconsin,1113,West,11,109.8,98.6,73.1,13.7,7,1458,South,5,110.8,87.1,61.4,9.5,6
Arizona State,Wofford,1113,West,11,109.8,98.6,73.1,13.7,7,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Arizona State,Yale,1113,West,11,109.8,98.6,73.1,13.7,7,1463,East,14,111.7,103.1,73.7,13.6,7
Auburn,Baylor,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1124,West,9,113.5,98.2,67.2,13.3,4
Auburn,Belmont,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1125,East,11,114.8,101.8,74.7,11.6,9
Auburn,Bradley,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1133,East,15,100.9,101.2,65.2,12.7,8
Auburn,Buffalo,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1138,West,6,114.9,94.6,71,12.1,10
Auburn,Cincinnati,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1153,South,7,111.6,94.5,62.2,10.7,8
Auburn,Colgate,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1159,South,15,110,105.8,70.1,13.0,10
Auburn,Duke,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1181,East,1,120.1,88.1,67.6,13.0,7
Auburn,Fairleigh Dickinson,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1192,West,16,106.2,110.4,72.5,13.5,9
Auburn,Florida ,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1196,West,10,110.2,91.9,63.6,11.6,6
Auburn,Florida State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1199,West,4,113,90.4,67.1,13.5,8
Auburn,Gardner-Webb,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1205,South,16,107.5,108.2,73.4,11.5,8
Auburn,Georgia State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Auburn,Gonzaga,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1211,West,1,125.1,92.3,65.1,10.4,9
Auburn,Houston,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Auburn,Iona,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Auburn,Iowa,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1234,South,10,117.2,101.2,73.6,12.3,4
Auburn,Iowa State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1235,Midwest,6,119,97.1,68.3,11.0,5
Auburn,Kansas,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1242,Midwest,4,112.7,92,70.1,13.4,7
Auburn,Kansas State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1243,South,4,108,87.7,59.2,11.5,7
Auburn,Kentucky,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Auburn,LSU,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1261,East,3,118.5,97.5,73,13.2,8
Auburn,Liberty,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1251,East,12,110.6,99.7,62.3,11.0,9
Auburn,Louisville,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1257,East,7,113.4,92.4,67.8,12.4,3
Auburn,Marquette,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1266,West,5,114.2,95.7,69.1,14.0,5
Auburn,Maryland,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1268,East,6,113.8,93.8,65.1,13.3,5
Auburn,Michigan,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1276,West,2,115.5,86.1,58.6,9.0,6
Auburn,Michigan State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1277,East,2,121.7,90.4,65.5,13.0,9
Auburn,Minnesota,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1278,East,10,110.7,96.2,69.2,12.3,5
Auburn,Miss State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1280,East,5,117.4,96.7,70.1,12,7
Auburn,Montana,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1285,West,15,107.4,103.8,69.2,12.2,8
Auburn,Murray State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1293,West,12,112,98.7,68.4,12.1,10
Auburn,N. Kentucky,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1297,West,14,109.2,102.7,70,12.5,8
Auburn,N. Mexico State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1308,Midwest,12,112.6,99,64.8,11.9,10
Auburn,NC Central,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1300,East,16,96.6,108.5,67.9,15.5,8
Auburn,Nevada,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1305,West,7,114,95.1,66.7,10.2,7
Auburn,North Carolina,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Auburn,North Dakota State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1295,East,16,106.6,109.8,73.7,10.6,7
Auburn,Northeastern,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Auburn,Ohio State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Auburn,Oklahoma,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1328,South,9,109.4,93.9,68.2,12.2,4
Auburn,Old Dominion,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1330,South,14,101.9,96.4,60.8,11.8,8
Auburn,Ole Miss,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1279,South,8,112.8,97.7,70.4,12.8,5
Auburn,Oregon,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1332,South,12,107.7,92.5,62.9,11.9,8
Auburn,Prairie View,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1341,West,16,101.5,105.8,72.7,12.8,10
Auburn,Purdue,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1345,South,3,121.1,95,66.8,10.7,7
Auburn,Saint Louis,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1387,East,13,102.6,96.3,63.7,13.3,7
Auburn,Saint Mary's,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1388,South,11,114.6,96.9,64.4,10.6,8
Auburn,Seton Hall,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Auburn,St. Johns,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1385,West,11,109.7,100.9,74.8,10.4,4
Auburn,Syracuse,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1393,West,8,110.2,93.9,65.7,12.3,4
Auburn,Temple,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1396,East,11,108.9,99.5,71.2,11.0,7
Auburn,Tennessee,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1397,South,2,122.5,95.5,69.5,11.2,6
Auburn,Texas Tech,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1403,West,3,112.7,85.9,59.3,12.3,9
Auburn,UC Irvine,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1414,South,13,106.6,97.1,63.6,12.0,10
Auburn,UCF,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1416,East,9,110.3,95.7,64.3,11.8,7
Auburn,Utah State,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1429,Midwest,8,113,96.3,67.1,12.4,10
Auburn,VCU,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1433,East,8,104.3,88.6,61.6,13.9,9
Auburn,Va Tech,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1439,East,4,118.4,94,62.1,11.5,6
Auburn,Vermont,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1436,West,13,107.9,99.2,62.8,10.9,9
Auburn,Villanova,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1437,South,6,117,98.2,67.1,11.1,6
Auburn,Virginia,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1438,South,1,123.6,87.9,55.1,9.1,9
Auburn,Washington,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1449,Midwest,9,107,93.6,64.4,13.5,7
Auburn,Wisconsin,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1458,South,5,110.8,87.1,61.4,9.5,6
Auburn,Wofford,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Auburn,Yale,1120,Midwest,5,119.6,96.2,68.6,12.6,9,1463,East,14,111.7,103.1,73.7,13.6,7
Baylor,Belmont,1124,West,9,113.5,98.2,67.2,13.3,4,1125,East,11,114.8,101.8,74.7,11.6,9
Baylor,Bradley,1124,West,9,113.5,98.2,67.2,13.3,4,1133,East,15,100.9,101.2,65.2,12.7,8
Baylor,Buffalo,1124,West,9,113.5,98.2,67.2,13.3,4,1138,West,6,114.9,94.6,71,12.1,10
Baylor,Cincinnati,1124,West,9,113.5,98.2,67.2,13.3,4,1153,South,7,111.6,94.5,62.2,10.7,8
Baylor,Colgate,1124,West,9,113.5,98.2,67.2,13.3,4,1159,South,15,110,105.8,70.1,13.0,10
Baylor,Duke,1124,West,9,113.5,98.2,67.2,13.3,4,1181,East,1,120.1,88.1,67.6,13.0,7
Baylor,Fairleigh Dickinson,1124,West,9,113.5,98.2,67.2,13.3,4,1192,West,16,106.2,110.4,72.5,13.5,9
Baylor,Florida ,1124,West,9,113.5,98.2,67.2,13.3,4,1196,West,10,110.2,91.9,63.6,11.6,6
Baylor,Florida State,1124,West,9,113.5,98.2,67.2,13.3,4,1199,West,4,113,90.4,67.1,13.5,8
Baylor,Gardner-Webb,1124,West,9,113.5,98.2,67.2,13.3,4,1205,South,16,107.5,108.2,73.4,11.5,8
Baylor,Georgia State,1124,West,9,113.5,98.2,67.2,13.3,4,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Baylor,Gonzaga,1124,West,9,113.5,98.2,67.2,13.3,4,1211,West,1,125.1,92.3,65.1,10.4,9
Baylor,Houston,1124,West,9,113.5,98.2,67.2,13.3,4,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Baylor,Iona,1124,West,9,113.5,98.2,67.2,13.3,4,1233,Midwest,16,106.5,109.6,75.6,12.4,10
