Team,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,
Northeastern,1,0.22016646848896915,0.03215447731496638,0.006068870676169155,0.0009086399724817048,0.00011004555309347272,1.2252854542102452e-05,
Ohio State,1,0.3116760027580129,0.1306040581669765,0.04105084421676077,0.013198475048124393,0.002838270056223264,0.0005077319382652542,
Oklahoma,1,0.6769968188591724,0.06860758475270289,0.021791676361390757,0.007836162484371991,0.0024831821427279653,0.00043188201284046233,
Old Dominion,1,0.038431957444964526,0.004639894181011744,0.0005399946843451164,3.32926041717376e-05,6.5869523659250435e-06,8.48487675437006e-07,
Ole Miss,1,0.3230031811408276,0.02744909979959567,0.00731037330329466,0.0018835705676816146,0.000332684463882332,3.402771140788628e-05,
Oregon,1,0.26497016382963134,0.14990548970575723,0.01828952596701275,0.004620746147878955,0.002036440118287077,0.0005402989702971,
Prairie View,0.4966671158530913,0.006238608992035533,0.00042983101961377386,4.7319588015610066e-05,3.9696695614185125e-06,1.6577830721386853e-07,4.366522882140162e-09,
Purdue,1,0.9615680425550355,0.7439383703178032,0.4574956821697273,0.1634049979240563,0.06390559151460076,0.015789410635723762,
Saint Louis,1,0.05730775364089524,0.012991308859550308,0.002002950122647193,0.0003438190326645794,3.9886145511785886e-05,4.184337092762578e-06,
Saint Mary's,1,0.673033691041604,0.17498186406863914,0.06116684199925002,0.013722504641674715,0.0036643958244467465,0.0006828661004315091,
Seton Hall,1,0.33135426768352017,0.06981192144131244,0.020062074765091656,0.004862056083028954,0.0005594326632860462,7.301839652839093e-05,
St. Johns,0.40601382619888315,0.06042434866810423,0.012917562351404004,0.0016141932942349765,0.00012872338795447523,1.3195243451744373e-05,1.3388729806485899e-06,
Syracuse,1,0.5159825705964524,0.05752467136206187,0.026866026364096574,0.005846117065458792,0.0013671100770958186,0.00027523667284004333,
Temple,0.23901700320977337,0.04706387561870967,0.013730088698242,0.0013421256090105868,0.0002077256078138271,2.036362598164656e-05,1.998919379878722e-06,
Tennessee,1,0.9350150183847177,0.6787589636513063,0.3484795536609417,0.14361241449674095,0.058387710279072975,0.015885723371281742,
Texas Tech,1,0.8599465230775831,0.6922306873787577,0.4719363094268289,0.2152879335513354,0.12232423918846026,0.056052278107135284,
UC Irvine,1,0.4593786595116536,0.1051095778656366,0.00815293825924066,0.001285933051011149,0.00031432864350511975,6.106683555709824e-05,
UCF,1,0.29610791460099095,0.04630155656986942,0.016399407328608662,0.003555206357116441,0.0005728347080839661,8.96601756430762e-05,
Utah State,1,0.5743510302192105,0.11708160527928473,0.04318173916401716,0.011969445931169958,0.001763998225691372,0.0002927018320644408,
Va Tech,1,0.9426922463591048,0.6177048194531318,0.22658099257651068,0.06491376178412855,0.012847225273632213,0.003378081255469962,
VCU,1,0.703892085399009,0.395290618570407,0.1872193372591707,0.11014807444915005,0.053211504483379864,0.019857448247540647,
Vermont,1,0.2861217764089883,0.0765621276072846,0.006941088650463712,0.001786276021801258,0.0003051821387883121,3.376676756862215e-05,
Villanova,1,0.32696630895839596,0.07643987143254592,0.021365373867824312,0.0034707835211173423,0.0006446820808100157,7.182867651756002e-05,
Virginia,1,0.9657659227917759,0.8983233178266204,0.7069667883156978,0.5133038557710434,0.3978458656421504,0.23792159548087735,
Washington,1,0.4256489697807895,0.15066294866123625,0.0661667007358758,0.02744690138003659,0.005481572749313748,0.001505388225099965,
Wisconsin,1,0.7350298361703687,0.5813521564167651,0.20727828251642016,0.1120697902811338,0.07494489987496449,0.036277471433273256,
Wofford,1,0.6686457323164798,0.13589829593720487,0.05177054679405132,0.01682363114334661,0.003170786039409776,0.0005635561721399888,
Yale,1,0.22660609238588925,0.05030641121766436,0.005228281590496673,0.0008615244600589466,9.920380879397391e-05,1.0172059852345246e-05,
