Team,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,
Kentucky,1,0.9040826002016155,0.665170561081063,0.3894886470947681,0.22929052042562603,0.12937863653821435,0.06077631594482848,
Liberty,1,0.33801230125312753,0.10302986965654856,0.026630370205357877,0.007560249037343419,0.0016504775545966642,0.00041485862739358575,
Louisville,1,0.6332833837253828,0.2544474200203697,0.14625855509150693,0.0650957475266914,0.02261163660835245,0.009325145962897696,
LSU,1,0.8127549204789066,0.43944907909232017,0.19139524030098218,0.07394014066001285,0.024396211399049437,0.009160827193484,
Marquette,1,0.6080235810403201,0.2621964537214967,0.07557116125614098,0.024889694530221607,0.008967172297947315,0.0031345350127686016,
Maryland,1,0.6548259252239679,0.36720982164439564,0.13858815498105123,0.059108534535905734,0.01884712547574046,0.007283603336006846,
Michigan,1,0.8000439932687196,0.573836143925777,0.33074145167707364,0.18658508918942154,0.10946179095261536,0.06429439408583515,
Michigan State,1,0.9047111292811918,0.6406011842823489,0.43487363568754955,0.24951459284441818,0.12501178971266258,0.07333499044795375,
Minnesota,1,0.36671661627461716,0.09305441664564237,0.03859651207677875,0.012831515913641494,0.003293716637829641,0.001014226074783354,
Miss State,1,0.6619876987468725,0.338853967984838,0.1166585343246232,0.0404715357266664,0.012580270558409285,0.004590455049047251,
Montana,1,0.19995600673128044,0.04625396464738339,0.007848607475072005,0.0011744509821389692,0.00017357688406419936,2.5757255054628402e-05,
Murray State,1,0.39197641895967994,0.16040858948868986,0.03858443363840041,0.011224185601073782,0.0030230942646950433,0.0008540009889165238,
N. Kentucky,1,0.14076843876687228,0.04078104804983711,0.009434971708788447,0.001635394373037122,0.0002785746187139218,4.956748165377774e-05,
N. Mexico State,1,0.3050364911339606,0.12886281959668688,0.04617072273371341,0.014416611869254596,0.004207196595122103,0.0010281721653558988,
NC Central,0.3861768716239773,0.026129339985467685,0.0032315698247135736,0.0003345035234514544,3.0621235979185123e-05,2.6970817242684897e-06,2.3178639612337346e-07,
Nevada,1,0.4763429066588867,0.20227890957728745,0.08074509527224089,0.027594746082923095,0.010047985090102877,0.003831460108704929,
North Carolina,1,0.8995164894299583,0.6490005876262254,0.4102586005970392,0.23168874020154742,0.13699862502694612,0.06398989277851448,
North Dakota State,0.6138231283760227,0.05155708750220722,0.010351248745398733,0.001510464219499319,0.0001726928566403171,1.9789206117157047e-05,2.303567556976051e-06,
Northeastern,1,0.2721147734401195,0.0704452094958407,0.016882514218737127,0.003891308019615511,0.0008952007660050929,0.00016384665372863602,
Ohio State,1,0.35222546005833655,0.13795940864621478,0.047450363784765,0.01636527667365288,0.005491974946540121,0.0014530155122705157,
Oklahoma,1,0.5985374135200296,0.16902061003469213,0.06111324479919171,0.027152087015723705,0.009683683092095437,0.0027352176507714258,
Old Dominion,1,0.1655378289802072,0.03748054912699085,0.010613434659046826,0.0019229891113500795,0.00047359671599162315,9.594706400034847e-05,
Ole Miss,1,0.40146258647997035,0.10866199074351385,0.0380127376220521,0.015480828750503908,0.004596470643972836,0.001119801188867023,
Oregon,1,0.25079973723326143,0.123999777000177,0.03904156279433941,0.015445802497043542,0.005961752908295387,0.0018299730223405551,
Prairie View,0.5014647479635723,0.026047042862444785,0.004569893845877586,0.0008721769411696591,0.00012892247537546714,1.3740458529576725e-05,1.4467486605071171e-06,
Purdue,1,0.8344621710197928,0.5749187068123546,0.35050399501290563,0.17041751498924884,0.07234737160539483,0.027633844385057577,
Saint Louis,1,0.16580699290563938,0.05424335741969389,0.011100994267716295,0.0028075510541732945,0.0005769395248404303,0.00012195500154680252,
Saint Mary's,1,0.5422323248839587,0.2089029230906306,0.09246455471907834,0.030859608530035595,0.011129668672981825,0.003277068330106044,
Seton Hall,1,0.42167426680461084,0.11936085778009178,0.040956822268781876,0.01275666272771709,0.003500738368830232,0.0008168810748318017,
St. Johns,0.47902917842910286,0.13514792310753077,0.03323898057306557,0.008677957264356448,0.0017814595574508325,0.0003681058803517822,7.816435924309051e-05,
Syracuse,1,0.5060419682548378,0.11449612160801673,0.053556755929581465,0.01769109699671557,0.006032622564098848,0.002040156751250611,
Temple,0.42619319766552644,0.13535734108259204,0.038448585848604826,0.008539617173229874,0.002031998458245188,0.00041961883448291443,9.148317285674596e-05,
Tennessee,1,0.8271231311410949,0.4730179991928457,0.24025481818097083,0.12235093130587503,0.051500438768199444,0.019846367204999084,
Texas Tech,1,0.8592315612331277,0.6202005719070359,0.37897111390447,0.2102561612316225,0.1166997781931806,0.0635057987451826,
UC Irvine,1,0.4035075815347535,0.10560194032016566,0.026221484859260152,0.006670640904869932,0.0018214744144257184,0.00043950401681201246,
UCF,1,0.40786020623870434,0.10904260601452526,0.04842392924212683,0.016176292688497636,0.004762977753859775,0.0014160189797740126,
Utah State,1,0.570419590525563,0.18457508121584673,0.08118795303894943,0.030306936848908388,0.00972564551865665,0.0029529189627367437,
Va Tech,1,0.8341930070943606,0.5038728049389195,0.21165135357662532,0.08965399334931289,0.03324413572738964,0.013326830977762414,
VCU,1,0.5921397937612957,0.2446109857924828,0.1144634497659665,0.05365230711190809,0.023242561784157022,0.009462568296515029,
Vermont,1,0.3033049819575735,0.11159749571611201,0.0221711260682065,0.006411585274765516,0.0014658843388641056,0.0003093037374127278,
Villanova,1,0.45776767511604133,0.17869782097002393,0.0656025855691592,0.02275383206613881,0.006911229584359123,0.0018484400741783022,
Virginia,1,0.9035338761848111,0.700441163363353,0.4795436476046899,0.30738108147099785,0.19472997975781725,0.10958106939406037,
Washington,1,0.429580409474437,0.1462262614495013,0.06396143859826416,0.02497682281990697,0.007241051573594115,0.002265134634399919,
Wisconsin,1,0.7492002627667386,0.5380871529628308,0.2584370090047524,0.1485538254847537,0.08754267165795138,0.0448593628757838,
Wofford,1,0.5783257331953892,0.19721867007982996,0.08107416957512707,0.031706882963009594,0.01091836202243394,0.003454470328153449,
Yale,1,0.18724507952109337,0.05519843746064141,0.010314664303305623,0.0020761337315016457,0.0003838147042149852,6.799838733501345e-05,
